user_id,user_gender,age_group,location,interests
e620b,Male,35-44,New Jason,"news, finance"
4d0f6,Male,45-54,Larabury,"fitness, sports"
47824,Male,18-24,Sherimouth,"health, food, travel"
f2db6,Male,18-24,Sloanville,"finance, fashion"
5de81,Male,25-34,Sanchezfort,finance
a3215,Male,25-34,East Jennifer,gaming
637e8,Female,25-34,Abigailview,"sports, news, travel"
d2c8e,Female,25-34,Joseton,"news, health"
6570f,Female,25-34,Port Markmouth,technology
f2688,Female,16-17,Mollyberg,news
3fc19,Male,35-44,Andrewside,"fitness, travel"
819c6,Female,25-34,New Joseph,"fashion, fitness"
d5ed1,Male,16-17,North Sherriberg,"art, finance"
d4977,Male,25-34,Jasonmouth,food
191aa,Male,25-34,Brittneyton,"sports, photography, art"
18056,Female,35-44,North Teresa,"health, travel"
dcd7b,Male,18-24,Phamhaven,"lifestyle, fitness"
6f4fe,Female,25-34,Lake Whitney,"gaming, news, food"
d8e2d,Female,25-34,Timothybury,"art, fitness"
c1416,Male,18-24,South Katherinetown,art
bee00,Male,16-17,Lake Jamesport,"art, sports, news"
ea0bc,Male,45-54,Markburgh,"photography, finance, sports"
85106,Male,25-34,Stevensmouth,fitness
58532,Female,18-24,Larrymouth,"fashion, gaming"
b1065,Female,18-24,Lake Barbaraside,"news, travel"
6874a,Female,18-24,Port Paula,gaming
0287b,Female,25-34,East Tamarafort,"gaming, lifestyle, health"
d9d33,Female,25-34,South Herbertton,fitness
3185f,Male,25-34,New Lisa,"fitness, gaming, lifestyle"
ba307,Male,25-34,New Charles,fashion
9dbaf,Other,35-44,Stephenstown,sports
ada9c,Male,18-24,East Rogerburgh,"fashion, health, finance"
a5827,Male,18-24,Andersonmouth,"news, finance, lifestyle"
b70db,Male,25-34,Lake Lindsaychester,lifestyle
2ca2d,Female,16-17,South Lisaview,art
3a093,Male,18-24,Port Gloria,"finance, fashion, gaming"
bc6cb,Male,25-34,West Derek,"art, photography, technology"
74c77,Male,25-34,Ashleyview,"fashion, art, travel"
e5a62,Female,25-34,Longview,"finance, sports, health"
f0a0d,Female,16-17,Langfurt,"travel, art, lifestyle"
61885,Male,25-34,Nicoleview,"photography, fitness"
6aeff,Male,25-34,New Todd,"travel, photography, sports"
dda89,Male,25-34,Port Heatherbury,"news, travel, art"
80acf,Male,35-44,West Ryan,photography
1f3ab,Female,25-34,East Madison,food
e67ef,Female,18-24,East Taratown,"food, travel, news"
02460,Male,18-24,Monicaville,"photography, fitness"
a1b50,Male,25-34,South Davidburgh,"photography, fitness, news"
29d1d,Male,18-24,Nunezport,fitness
dcfa1,Female,25-34,Raybury,finance
d02a2,Other,35-44,Antonioville,gaming
9d1f6,Female,16-17,Lake Rachelburgh,"gaming, art, food"
2df47,Female,18-24,New Joefurt,finance
876e4,Male,18-24,Harrisfort,"fashion, lifestyle"
32172,Female,25-34,South Robertmouth,lifestyle
2e275,Female,35-44,New Jessica,news
bd265,Male,25-34,New Jeffreystad,"travel, food"
b9d7f,Male,25-34,Kellyfurt,"fitness, sports, health"
0225b,Male,25-34,Warrenstad,"lifestyle, photography"
c8c74,Male,18-24,Lake Kathryn,"gaming, health"
8437c,Female,18-24,Darrellhaven,news
45394,Female,25-34,West Jasonland,"lifestyle, technology"
8c73b,Female,25-34,Scotttown,"technology, fitness"
26e88,Male,18-24,South Wendyport,"fitness, art"
14da9,Male,18-24,Mollymouth,"photography, news, gaming"
dc19a,Female,25-34,Scottport,"photography, travel"
87e57,Male,18-24,West Michellemouth,health
90a88,Male,25-34,Shannonfort,photography
3caf2,Female,16-17,Alanland,fashion
ea9ed,Female,25-34,Markview,finance
a0ce8,Male,16-17,Odonnellborough,"news, sports, technology"
51155,Other,25-34,South Jonathanport,"travel, fashion"
29ae1,Male,25-34,North Ryan,"fitness, fashion, finance"
b1125,Female,25-34,Georgebury,sports
41842,Male,25-34,Kylieborough,"art, travel"
9e796,Female,45-54,East Jenniferstad,lifestyle
febd6,Female,25-34,Lake Mason,"photography, health"
01eff,Male,18-24,New Christopher,"lifestyle, fitness, photography"
4cb4d,Male,18-24,East Nathanville,"lifestyle, fitness"
a8062,Female,18-24,Lake Jacqueline,"sports, travel"
8e9b7,Male,16-17,Scottshire,"gaming, finance"
aae04,Male,18-24,Schneiderchester,finance
bb9ca,Other,25-34,Smithburgh,"sports, news, finance"
7f9c6,Male,35-44,Whitestad,"travel, art"
d1de6,Female,35-44,Kellyhaven,"news, fashion"
3fda1,Male,18-24,Simpsonberg,"technology, lifestyle, fitness"
75676,Female,45-54,Danielland,"finance, gaming"
5abb2,Female,25-34,Thomasville,fashion
e74f3,Male,18-24,Mitchellstad,technology
b82cf,Male,18-24,Derrickfort,"finance, gaming"
f3c61,Male,18-24,West Brandiland,"art, sports, technology"
10dbc,Other,45-54,Carlbury,"lifestyle, photography"
e0abc,Male,25-34,Port Amy,"gaming, technology"
5a583,Male,18-24,South Carlahaven,"sports, news, food"
03dcf,Male,18-24,Debratown,"finance, gaming"
dfbd1,Male,18-24,Anthonyborough,"news, fashion"
c0031,Female,18-24,East Catherine,sports
bdb58,Male,18-24,Vanessaland,"health, technology, travel"
c7bcc,Female,16-17,Steinfurt,"travel, fitness"
78f9b,Male,25-34,Port Katiehaven,art
80df8,Other,18-24,Port Johnmouth,"finance, fashion, health"
d143c,Male,16-17,Marialand,health
2aeaf,Male,25-34,Thomasfort,"travel, technology"
3517e,Female,25-34,Rodriguezbury,"news, food"
bedcd,Female,18-24,West Robertmouth,"fitness, gaming"
e0e28,Male,45-54,Jacksonland,"lifestyle, art, finance"
e7a8d,Male,25-34,North Kevin,"health, news, technology"
7ff5c,Male,25-34,New Cindy,sports
59b9a,Male,18-24,West Robert,"travel, fitness"
34066,Male,25-34,Lake Carrie,photography
5362b,Male,25-34,Stephanieside,fashion
018cf,Other,25-34,Kristinfort,"gaming, technology, health"
1bd3c,Female,18-24,Cruzburgh,"fitness, sports"
136e9,Male,18-24,New Stacy,fashion
23750,Female,18-24,Johnsonberg,"technology, news"
2e18e,Female,25-34,West Kurtmouth,"photography, news"
98184,Male,35-44,North Ryanview,"news, food"
20d74,Other,25-34,North Jeremy,fashion
32497,Other,18-24,Port Christine,"food, news, technology"
9021a,Male,16-17,Evanchester,"gaming, art"
054f7,Female,45-54,Deniseport,"travel, art"
10ea8,Male,25-34,West Mariafurt,food
f1b06,Female,25-34,South Sarah,sports
c51ae,Male,16-17,North Isaiahton,news
8a391,Male,35-44,Adamland,gaming
0fe62,Male,18-24,North Brandonside,"fitness, finance"
4f8cc,Female,25-34,Matthewtown,"finance, news, fashion"
31f9d,Male,16-17,East Brian,"travel, fashion, finance"
99bb8,Male,16-17,Wadeton,"travel, photography, technology"
0b4dc,Female,18-24,Ericport,"fitness, health, food"
975e3,Male,45-54,Bradleyfurt,health
4126f,Female,25-34,South Emily,"lifestyle, photography"
c6e95,Female,35-44,New Laura,photography
d40a4,Male,25-34,New Traceymouth,"finance, travel"
19c63,Male,45-54,South Colleenberg,"news, travel, gaming"
cce25,Male,35-44,New Lisa,"technology, sports"
ae061,Female,25-34,North Gail,"finance, news, fashion"
32852,Other,45-54,South Elizabethmouth,gaming
9cb67,Female,18-24,Kaylastad,"photography, finance, art"
8424d,Male,35-44,South Taraside,"food, travel"
9bef6,Other,35-44,Jamesfurt,finance
7d657,Male,16-17,Ritterton,sports
f16f9,Other,18-24,South Christopherside,"gaming, food"
c0d9e,Male,25-34,Toddchester,"health, finance, news"
5a909,Male,18-24,Martinview,technology
352c8,Male,35-44,West Jeremyport,"health, technology, lifestyle"
1a3f2,Male,25-34,Taylorview,art
19fd5,Other,18-24,Port Nancyfort,technology
55b1a,Male,18-24,North Leonardmouth,"news, gaming"
511cb,Female,35-44,Billyburgh,"travel, fashion, technology"
bd0f5,Female,25-34,South William,sports
6ae65,Male,35-44,New Kimberly,sports
b2aac,Male,25-34,Jaredside,"lifestyle, photography"
77aa7,Male,25-34,East Christinaton,"travel, technology, finance"
511fc,Female,25-34,Emilyton,technology
9f51d,Male,16-17,Hooverport,"food, fitness, sports"
4cc2e,Male,35-44,Richardsonchester,"technology, health"
760df,Male,35-44,Ryanchester,news
1ac28,Male,25-34,East Kathrynshire,"fashion, art"
21ea1,Female,18-24,South Nicholasfurt,gaming
e201d,Male,18-24,North David,"lifestyle, sports, gaming"
ebfd4,Male,45-54,West Emilyberg,"fashion, art, sports"
23cbf,Female,18-24,Wilsonhaven,"travel, fashion, food"
ed259,Male,25-34,East Angela,fashion
2ecac,Male,18-24,Lake Kyleton,"finance, gaming, news"
dcba0,Male,18-24,Mcgeeland,"art, sports"
11746,Female,16-17,Lake Aimee,"food, technology"
5ce1a,Female,25-34,Lake Stephaniefort,"health, lifestyle, gaming"
5eeb3,Female,25-34,North Philip,food
a9b86,Male,18-24,Whitemouth,"technology, lifestyle"
b213d,Male,25-34,East Autumnhaven,"food, sports, art"
91b5c,Male,35-44,Kimberlyport,photography
25aff,Male,35-44,Wheelerstad,"art, technology, fashion"
a4d76,Male,25-34,West Nicholas,lifestyle
dee8f,Male,25-34,Lake Staceyville,"art, lifestyle, finance"
b6e08,Male,25-34,Michelleton,"art, fitness, photography"
89b60,Female,18-24,Bradshawbury,"sports, health"
12348,Female,25-34,Goodmanborough,fashion
c190f,Female,18-24,New Henry,photography
7dc42,Female,25-34,North Johntown,"finance, gaming, sports"
077f4,Male,25-34,East Linda,"photography, food, gaming"
fca97,Male,16-17,Shawntown,fitness
96cc3,Female,18-24,Nancyville,fitness
e1127,Other,18-24,Lake Matthewville,"art, news"
34048,Female,16-17,Davisstad,"gaming, food"
cd863,Female,35-44,Stacychester,"health, travel, fitness"
05441,Male,35-44,West Amy,"health, sports"
ec3cb,Male,35-44,Port Elizabeth,"gaming, finance"
4c624,Female,35-44,South Stevenbury,"sports, photography, travel"
77ae8,Male,55-65,North Melissa,gaming
94660,Male,25-34,West Kristintown,fashion
98bcc,Other,18-24,Ryanborough,travel
60693,Male,16-17,Turnerfort,"travel, art, food"
583bb,Other,25-34,North Veronica,"fitness, photography"
c93db,Female,16-17,Brandonstad,"technology, news"
e33b1,Male,18-24,Stephensmouth,"fashion, lifestyle, art"
77573,Female,18-24,Ariasside,"fitness, fashion"
58440,Male,18-24,New Dominiquechester,"lifestyle, health"
6c958,Female,18-24,Staffordburgh,photography
2af0c,Male,18-24,Serranostad,gaming
a77d3,Male,35-44,South Peterside,"news, food"
79eee,Female,35-44,Daviston,"technology, news"
f5b42,Female,25-34,New Paulmouth,technology
25d87,Female,18-24,South Amanda,travel
191cb,Female,25-34,Ashleyside,"fashion, food, lifestyle"
7dded,Female,25-34,Melissaborough,"news, lifestyle, food"
f2602,Male,18-24,Lake Jenniferfurt,health
ca8a8,Male,25-34,Chavezshire,fashion
0d09b,Male,25-34,New Rebecca,fashion
0748e,Other,18-24,East Dana,sports
37a86,Male,18-24,Millsview,health
ace0d,Other,16-17,Lindsaymouth,"technology, fashion"
8be8a,Male,25-34,Dukeland,"news, travel"
7dd39,Male,18-24,New Ryanburgh,"technology, food"
bf8d9,Male,25-34,Meganbury,"lifestyle, technology, finance"
d96cc,Male,25-34,Johnsonfurt,"fitness, news, technology"
33f4f,Male,18-24,Rebeccabury,"news, fitness, gaming"
1862c,Male,45-54,New Michael,"art, health, finance"
d0069,Male,25-34,South Felicia,"art, news"
39f75,Female,18-24,West Craig,"fashion, food"
b7221,Male,18-24,Amandaland,"art, technology"
863df,Female,55-65,West Brianville,"lifestyle, photography"
44526,Other,25-34,Tammystad,finance
0f758,Female,25-34,Jillchester,photography
01239,Female,35-44,North Johnshire,health
a4490,Male,18-24,New Timothy,"news, fitness, sports"
1b135,Other,25-34,West Tracymouth,food
00ddd,Other,25-34,Lake Crystalborough,"finance, travel, art"
c7225,Female,25-34,Michaelfurt,"travel, art"
fea87,Female,25-34,Andrewhaven,"gaming, finance, sports"
ef60f,Male,18-24,Edwardfurt,"sports, finance"
620e7,Female,16-17,East Joshua,"technology, lifestyle"
ca984,Female,18-24,Meyerschester,technology
a2a93,Female,18-24,Donaldton,"fitness, art, photography"
49dd5,Female,35-44,Lake Sherryfort,health
d8b87,Female,35-44,Beasleyfort,"food, travel"
591f6,Male,25-34,North Lauraville,"sports, finance"
de4d9,Female,18-24,South Erin,"technology, photography, fitness"
4da34,Female,55-65,Hartmanbury,"travel, fitness"
f8ce7,Male,25-34,New Rebecca,"news, fitness, food"
3ff7f,Female,18-24,Millerfurt,fitness
b0de1,Male,18-24,Shannonchester,"food, gaming"
8d42e,Male,25-34,Lake John,"health, fitness"
b0a5a,Male,16-17,South Becky,food
da176,Female,35-44,Riddlemouth,technology
e66e4,Male,25-34,Kellyfurt,art
32684,Male,25-34,North Robertfort,health
5e43f,Male,18-24,Lake Bradleyville,"finance, news, health"
c6c6b,Female,45-54,South John,"fitness, health, travel"
56cf7,Female,25-34,Port Benjamin,"art, news, photography"
590df,Female,25-34,Port Johnnyton,fitness
1f32f,Male,25-34,Gilmoreville,fitness
abe50,Male,16-17,West Stanley,"finance, gaming"
15e31,Female,16-17,Joshuaview,"photography, sports, news"
991af,Other,16-17,Lake Brian,"photography, sports, technology"
3539f,Other,25-34,New Allison,"sports, gaming, lifestyle"
a7a04,Male,25-34,Brittneyborough,"lifestyle, fitness"
36c21,Female,25-34,Caseyland,"food, art"
dde4e,Male,18-24,Marymouth,"travel, news, sports"
d9e76,Female,25-34,Julieshire,"photography, technology"
324e6,Other,25-34,Stevenburgh,technology
48fdf,Male,25-34,Carterhaven,"finance, photography"
dc57d,Other,25-34,South Lauraborough,gaming
92843,Male,18-24,Jenniferberg,photography
af8ae,Male,18-24,Danielside,"technology, lifestyle, fashion"
f8187,Other,25-34,East Jennifermouth,news
267ed,Male,16-17,Port Juliefurt,"travel, food"
66013,Male,25-34,South Jamesfort,"art, lifestyle, travel"
b3740,Male,18-24,Clarkmouth,"photography, sports"
ac071,Other,25-34,Port Veronicaborough,travel
031dc,Male,18-24,Watkinstown,technology
ae1d6,Male,45-54,West Edwardbury,"lifestyle, fitness"
32027,Female,35-44,Erinhaven,"photography, sports, art"
9ae8f,Female,18-24,Huynhview,gaming
a4388,Male,18-24,Davidbury,"fitness, art, photography"
99c25,Female,18-24,Lake Brendaborough,"news, lifestyle, food"
33eb8,Female,25-34,East Karen,"travel, fashion, food"
47371,Female,18-24,Careyfort,fitness
4dd64,Other,18-24,Clarkberg,"food, photography, technology"
898ec,Female,16-17,North Heather,health
bde9a,Female,16-17,North John,"fashion, art, gaming"
4b5b3,Female,25-34,Cervantestown,"travel, sports, food"
9e216,Male,25-34,Burtonport,"photography, art, food"
4c321,Female,25-34,Valentineside,gaming
e80fd,Female,18-24,East Aliciachester,"finance, food, travel"
4ac00,Female,18-24,Kevinfort,"fashion, food"
8941a,Female,25-34,South Elizabeth,"finance, gaming"
f629b,Male,18-24,South Marvin,"food, art, fashion"
4e134,Female,25-34,West Phyllismouth,"travel, photography"
f1e33,Male,18-24,Smithchester,news
3faa4,Male,25-34,New Charlesfort,finance
d9e86,Male,18-24,Kristenborough,"health, finance"
ba310,Male,18-24,North Morganville,"fitness, technology, lifestyle"
46059,Female,25-34,Port Timothy,health
60297,Male,35-44,Rhondashire,"gaming, photography, travel"
db60c,Male,18-24,Port Matthew,fitness
4eac4,Female,18-24,Jameston,"fashion, fitness"
c220b,Female,18-24,East Johnport,"health, fashion"
7a50b,Female,25-34,New Thomasland,"photography, fitness"
6d3ed,Female,25-34,Kathrynton,"gaming, technology"
c791a,Male,16-17,Tracystad,"technology, sports, health"
d8507,Male,25-34,Nancyfurt,"gaming, art, finance"
7984e,Other,35-44,Benjaminview,"gaming, travel, lifestyle"
c830b,Female,35-44,Danielborough,"food, art, sports"
a16d3,Male,18-24,East Christopher,lifestyle
f022e,Male,25-34,Myersmouth,"lifestyle, sports"
e62e6,Male,18-24,Port Rebeccashire,"news, health, technology"
3413c,Male,25-34,Davisfort,"food, finance"
fcc40,Male,35-44,Cookfort,"sports, art"
10c3f,Male,25-34,South Jamesmouth,"health, finance"
88e24,Male,18-24,Goodberg,"photography, food, gaming"
8e2d8,Male,25-34,West Erica,"technology, news"
83e3e,Female,35-44,East Sara,fashion
bc9c0,Other,25-34,South Michelleport,"lifestyle, sports"
a66fb,Male,18-24,South Julianland,"finance, lifestyle, technology"
f9392,Female,16-17,Lake Timothyland,"photography, lifestyle, finance"
d294a,Other,25-34,East Christopherview,"lifestyle, gaming"
20a5a,Male,25-34,Dillonborough,"fashion, food, gaming"
36ad0,Male,25-34,East Joseph,fitness
e1107,Female,18-24,Port Zachary,"technology, travel"
5b801,Female,16-17,Maureenshire,"travel, news, sports"
253d1,Other,25-34,East Dana,news
dc4e0,Male,35-44,Alejandroberg,finance
07ff5,Male,18-24,New Christopherport,"travel, finance"
5a65f,Female,35-44,South Nicolechester,"gaming, finance, news"
e66a8,Female,25-34,East Seth,"lifestyle, fitness, technology"
9b516,Male,25-34,Ginaland,"lifestyle, sports, fitness"
d6b56,Male,25-34,Mooremouth,"finance, lifestyle"
d12ef,Male,18-24,Lake Jason,"travel, lifestyle"
f378b,Male,35-44,Williamsmouth,"sports, travel"
cf6da,Female,18-24,Williamsview,"fashion, photography"
22b41,Male,25-34,East Alexander,fashion
6ec6f,Male,18-24,Alisonberg,"gaming, fitness"
c0b1b,Male,16-17,North Nathanchester,"travel, photography"
00095,Female,25-34,Port Thomas,"photography, fashion"
a4ef0,Female,25-34,Lake Jofort,"finance, gaming"
529d1,Male,35-44,West Saramouth,news
65124,Female,25-34,Lake Charles,"health, photography"
33b5c,Male,45-54,New Kaitlyn,gaming
6fee0,Female,35-44,Port Melissa,"gaming, sports, photography"
0d5f9,Male,25-34,West Jamesbury,technology
356a5,Female,18-24,North Samuelmouth,"fitness, photography, travel"
e6e05,Male,25-34,Peterport,"fashion, health, photography"
a5b4f,Male,45-54,Hubbardborough,"technology, photography"
02fb8,Female,16-17,North Angelaborough,technology
dc6e9,Other,35-44,Clarkshire,"art, fitness"
061c2,Other,18-24,East Paula,"news, food"
c1d1a,Male,25-34,North Frank,"travel, lifestyle, fitness"
0b07a,Female,18-24,Ryanland,"fitness, gaming, technology"
a349a,Male,18-24,New Justin,"fashion, lifestyle"
34f72,Male,35-44,East Katherine,"finance, technology"
de521,Male,25-34,Carmenstad,"gaming, health, lifestyle"
0b14a,Male,18-24,Lake Becky,"technology, news"
ee236,Female,18-24,Lake Raymond,"fitness, technology, photography"
d17e9,Male,25-34,South Lindsay,"finance, art, sports"
9e106,Male,25-34,Edwardsside,lifestyle
7845d,Male,25-34,Faithton,"photography, travel, health"
d5a16,Male,18-24,Christopherville,"technology, gaming, fitness"
3b3fc,Other,25-34,Lake Carrie,lifestyle
0db95,Female,35-44,East Joan,"fashion, health"
e1a23,Male,16-17,Jeffreyton,fitness
af05e,Female,25-34,Christopherberg,"health, news, fitness"
fb106,Male,35-44,Kimberlyville,"fashion, news, photography"
aec76,Male,25-34,Kendramouth,finance
cc6db,Female,25-34,Davidview,"news, art, technology"
fc037,Male,18-24,New Randy,"news, technology, health"
8a352,Male,25-34,South Davidside,"fashion, lifestyle, sports"
35346,Female,18-24,Sarahside,"fashion, photography, food"
478d5,Male,18-24,Simpsonton,"photography, gaming, food"
19019,Male,45-54,West Nancyville,"fitness, art"
5a59e,Male,25-34,Sheamouth,technology
ecb93,Other,25-34,Mckenziefort,news
bcdb8,Male,18-24,Port Martin,technology
a122f,Male,25-34,Port Nicholasshire,"health, fashion"
88666,Male,18-24,Jillfurt,technology
270df,Other,25-34,Washingtonchester,"finance, art, news"
d6c73,Other,16-17,West Katrina,technology
98050,Male,16-17,Smithside,fitness
729aa,Male,16-17,Lake Daniel,health
17920,Male,55-65,Charlesland,"sports, lifestyle"
4dc7a,Female,18-24,Bradleyhaven,"news, photography, sports"
f3382,Male,25-34,South Walter,"lifestyle, travel"
59bd5,Male,25-34,Port Michael,"sports, fashion, news"
36274,Other,25-34,New Megan,"news, fashion"
b58a3,Male,25-34,Scottton,"gaming, sports, food"
94f74,Female,16-17,Andersonburgh,"gaming, photography, travel"
a0d52,Male,25-34,West Jamiebury,"news, technology, photography"
3bc52,Male,25-34,Dylanburgh,finance
2c91c,Male,35-44,North Christopher,"lifestyle, fashion"
5a380,Female,55-65,Port Christopher,"travel, art"
1f82b,Male,35-44,Lake Adam,"sports, art, food"
